TransactionID,isFraud,TransactionDT,TransactionAmt,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,dist1,P_emaildomain,R_emaildomain
3010102,0,594953,87.0,W,1607,542.0,150.0,visa,226.0,debit,299.0,87.0,29.0,yahoo.com,
3010103,0,594984,25.558,C,10568,204.0,185.0,visa,226.0,credit,465.0,60.0,,hotmail.com,hotmail.com
3010104,0,594999,16.374,C,8755,500.0,185.0,mastercard,224.0,credit,375.0,60.0,,hotmail.com,hotmail.com
3010105,0,595001,107.95,W,2302,555.0,150.0,visa,226.0,debit,122.0,87.0,,gmail.com,
3010106,0,595011,30.95,W,8493,555.0,150.0,visa,226.0,debit,310.0,87.0,9.0,anonymous.com,
3010107,0,595035,300.0,H,16075,514.0,150.0,mastercard,102.0,credit,325.0,87.0,,aol.com,aol.com
3010108,0,595041,117.0,W,16845,321.0,150.0,visa,226.0,debit,264.0,87.0,14.0,anonymous.com,
3010109,0,595042,141.745,C,14835,555.0,117.0,mastercard,224.0,credit,119.0,32.0,,hotmail.com,hotmail.com
3010110,1,595049,7.372,C,9633,296.0,185.0,visa,138.0,debit,161.0,60.0,,gmail.com,gmail.com
3010111,0,595054,141.745,C,6675,488.0,117.0,visa,226.0,debit,145.0,32.0,,hotmail.com,hotmail.com
3010112,0,595080,99.27,C,9633,296.0,185.0,visa,138.0,debit,130.0,60.0,,hotmail.com,hotmail.com
3010113,0,595090,150.0,W,3737,310.0,150.0,mastercard,224.0,debit,387.0,87.0,,gmail.com,
3010114,0,595094,87.0,W,16255,470.0,150.0,mastercard,137.0,credit,299.0,87.0,,yahoo.com,
3010115,1,595097,7.372,C,3154,408.0,185.0,mastercard,224.0,debit,161.0,60.0,,gmail.com,gmail.com
3010116,0,595109,59.0,W,7826,481.0,150.0,mastercard,224.0,debit,184.0,87.0,3.0,,
3010117,0,595138,97.0,W,8406,264.0,150.0,visa,226.0,debit,204.0,87.0,320.0,hotmail.com,
3010118,0,595166,150.0,W,15142,480.0,150.0,mastercard,224.0,debit,170.0,87.0,,gmail.com,
3010119,0,595188,554.0,W,16963,127.0,150.0,mastercard,224.0,debit,299.0,87.0,4.0,sbcglobal.net,
3010120,0,595196,16.313,C,9633,296.0,185.0,visa,138.0,debit,511.0,60.0,,gmail.com,gmail.com
3010121,0,595198,24.168,C,2801,296.0,185.0,visa,137.0,credit,161.0,60.0,,gmail.com,gmail.com
3010122,0,595201,47.95,W,12839,321.0,150.0,visa,226.0,debit,512.0,87.0,14.0,,
3010123,0,595216,50.0,H,12544,321.0,150.0,visa,226.0,debit,310.0,87.0,,gmail.com,yahoo.com
3010124,0,595240,47.248,C,6675,488.0,117.0,visa,226.0,debit,119.0,32.0,,hotmail.com,hotmail.com
3010125,0,595251,44.0,W,15497,490.0,150.0,visa,226.0,debit,299.0,87.0,12.0,gmail.com,
3010126,0,595257,15.0,W,5492,113.0,150.0,visa,226.0,debit,387.0,87.0,,gmail.com,
3010127,0,595258,117.0,W,17746,,150.0,discover,100.0,debit,251.0,87.0,443.0,bellsouth.net,
3010128,0,595260,200.0,W,4030,174.0,150.0,visa,226.0,debit,204.0,87.0,,gmail.com,
3010129,0,595276,117.0,W,12260,236.0,150.0,visa,226.0,debit,204.0,87.0,37.0,gmail.com,
3010130,0,595288,27.97,W,17055,393.0,150.0,mastercard,117.0,debit,330.0,87.0,4.0,,
3010131,0,595291,80.0,W,18370,547.0,150.0,visa,226.0,debit,191.0,87.0,,aol.com,
3010132,0,595298,16.313,C,4504,500.0,185.0,mastercard,219.0,credit,511.0,60.0,,gmail.com,gmail.com
3010133,0,595309,82.0,W,9500,321.0,150.0,visa,226.0,debit,330.0,87.0,1.0,yahoo.com,
3010134,0,595309,330.99,W,17188,321.0,150.0,visa,226.0,debit,299.0,87.0,3.0,gmail.com,
3010135,0,595311,5.0,S,2408,571.0,150.0,visa,226.0,debit,123.0,87.0,,,gmail.com
3010136,0,595324,36.5,W,17188,321.0,150.0,visa,226.0,debit,310.0,87.0,,yahoo.com,
3010137,0,595335,200.0,H,4591,215.0,150.0,visa,195.0,debit,330.0,87.0,,gmail.com,gmail.com
3010138,0,595344,12.084,C,2801,296.0,185.0,visa,137.0,credit,161.0,60.0,,gmail.com,gmail.com
3010139,0,595348,56.5,W,7919,194.0,150.0,mastercard,202.0,debit,220.0,87.0,7.0,gmail.com,
3010140,0,595399,182.95,W,10616,583.0,150.0,visa,226.0,credit,126.0,87.0,,gmail.com,
3010141,0,595412,34.0,W,4755,555.0,150.0,visa,226.0,debit,203.0,87.0,0.0,,
3010142,0,595451,16.313,C,16346,324.0,185.0,visa,226.0,credit,511.0,60.0,,gmail.com,gmail.com
3010143,0,595457,20.0,W,11207,361.0,150.0,visa,226.0,debit,126.0,87.0,,,
3010144,0,595465,97.0,W,13120,330.0,150.0,visa,166.0,debit,225.0,87.0,,icloud.com,
3010145,0,595470,100.0,R,4310,254.0,150.0,visa,226.0,debit,325.0,87.0,,aol.com,aol.com
3010146,0,595478,335.0,W,1804,161.0,150.0,mastercard,117.0,debit,123.0,87.0,12.0,anonymous.com,
3010147,0,595478,49.0,W,13089,194.0,150.0,mastercard,202.0,debit,272.0,87.0,0.0,yahoo.com,
3010148,0,595483,39.0,W,7669,455.0,150.0,mastercard,126.0,debit,181.0,87.0,1.0,,
3010149,0,595488,40.5,W,13307,428.0,150.0,visa,166.0,debit,308.0,87.0,0.0,gmail.com,
3010150,0,595498,26.0,W,12615,489.0,150.0,mastercard,224.0,debit,325.0,87.0,,aol.com,
3010151,0,595510,120.0,W,10486,514.0,150.0,mastercard,219.0,credit,330.0,87.0,,aol.com,
3010152,0,595532,30.0,H,4067,445.0,150.0,mastercard,224.0,debit,420.0,87.0,,aol.com,
3010153,0,595605,48.95,W,7919,194.0,150.0,mastercard,202.0,debit,181.0,87.0,39.0,,
3010154,0,595622,24.5,W,6459,100.0,150.0,mastercard,224.0,credit,181.0,87.0,1.0,,
3010155,0,595629,54.5,W,12839,321.0,150.0,visa,226.0,debit,264.0,87.0,,gmail.com,
3010156,0,595629,25.0,H,6019,583.0,150.0,visa,226.0,credit,310.0,87.0,,hotmail.com,
3010157,0,595636,24.0,W,12970,,150.0,visa,166.0,debit,512.0,87.0,6.0,anonymous.com,
3010158,0,595640,49.0,W,2803,100.0,150.0,visa,226.0,debit,441.0,87.0,5.0,yahoo.com,
3010159,0,595667,60.0,W,10960,567.0,150.0,mastercard,117.0,debit,441.0,87.0,,yahoo.com,
3010160,0,595671,57.95,W,15399,390.0,150.0,mastercard,224.0,debit,143.0,87.0,0.0,gmail.com,
3010161,0,595680,200.0,R,12551,216.0,150.0,mastercard,219.0,credit,299.0,87.0,,gmail.com,gmail.com
3010162,0,595685,34.0,W,8732,360.0,150.0,mastercard,166.0,debit,264.0,87.0,977.0,yahoo.com,
3010163,0,595688,57.95,W,13724,227.0,150.0,visa,195.0,debit,324.0,87.0,6.0,aol.com,
3010164,0,595703,39.0,W,17466,225.0,150.0,mastercard,117.0,debit,264.0,87.0,4.0,gmail.com,
3010165,0,595719,232.44,W,10625,583.0,150.0,mastercard,219.0,credit,310.0,87.0,23.0,,
3010166,0,595726,24.5,W,7508,321.0,150.0,visa,226.0,debit,220.0,87.0,7.0,,
3010167,0,595726,194.95,W,11839,490.0,150.0,visa,226.0,debit,420.0,87.0,5.0,hotmail.com,
3010168,0,595729,31.95,W,1333,170.0,150.0,visa,195.0,credit,126.0,87.0,24.0,gmail.com,
3010169,0,595730,40.0,W,9500,321.0,150.0,visa,226.0,debit,204.0,87.0,,yahoo.com,
3010170,0,595731,150.0,R,6054,327.0,150.0,discover,,credit,315.0,87.0,,frontier.com,frontier.com
3010171,0,595749,449.94,W,3602,119.0,150.0,visa,195.0,credit,325.0,87.0,2364.0,,
3010172,0,595773,100.0,W,16776,555.0,150.0,visa,226.0,debit,325.0,87.0,,hotmail.com,
3010173,0,595783,28.277,C,18282,555.0,185.0,mastercard,139.0,credit,130.0,60.0,,gmail.com,gmail.com
3010174,0,595791,40.0,W,14405,555.0,150.0,visa,226.0,debit,123.0,87.0,,,
3010175,0,595792,15.77,C,7949,142.0,185.0,visa,226.0,credit,374.0,60.0,,gmail.com,gmail.com
3010176,0,595792,50.0,H,3821,111.0,150.0,mastercard,219.0,credit,441.0,87.0,,anonymous.com,
3010177,0,595795,55.95,W,3277,111.0,150.0,visa,226.0,debit,231.0,87.0,0.0,,
3010178,0,595795,39.0,W,16255,470.0,150.0,mastercard,137.0,credit,299.0,87.0,60.0,gmail.com,
3010179,0,595809,59.0,W,7919,194.0,150.0,mastercard,202.0,debit,123.0,87.0,7.0,,
3010180,0,595817,171.0,W,15142,480.0,150.0,mastercard,224.0,debit,170.0,87.0,,gmail.com,
3010181,0,595832,29.0,W,8505,,150.0,visa,226.0,credit,204.0,87.0,,gmail.com,
3010182,0,595845,49.0,W,2803,100.0,150.0,visa,226.0,debit,441.0,87.0,5.0,yahoo.com,
3010183,0,595862,49.0,W,2263,174.0,150.0,visa,226.0,debit,330.0,87.0,85.0,,
3010184,0,595872,40.0,S,7390,555.0,150.0,visa,226.0,debit,325.0,87.0,,,
3010185,0,595882,40.0,W,11207,361.0,150.0,visa,226.0,debit,231.0,87.0,,gmail.com,
3010186,0,595886,39.0,W,4151,404.0,150.0,mastercard,102.0,credit,126.0,87.0,8.0,comcast.net,
3010187,0,595919,29.0,W,16255,470.0,150.0,mastercard,137.0,credit,299.0,87.0,60.0,gmail.com,
3010188,0,595922,107.95,W,15066,170.0,150.0,mastercard,102.0,credit,181.0,87.0,1.0,yahoo.com,
3010189,0,595929,24.5,W,17188,321.0,150.0,visa,226.0,debit,122.0,87.0,,gmail.com,
3010190,0,595934,25.0,H,16132,111.0,150.0,visa,226.0,debit,299.0,87.0,,gmail.com,yahoo.com
3010191,0,595947,50.0,W,10112,360.0,150.0,visa,166.0,debit,264.0,87.0,,gmail.com,
3010192,0,595948,59.0,W,9500,321.0,150.0,visa,226.0,debit,204.0,87.0,0.0,gmail.com,
3010193,0,595954,537.47,W,10486,514.0,150.0,mastercard,219.0,credit,204.0,87.0,,gmail.com,
3010194,0,595962,118.95,W,7585,553.0,150.0,visa,226.0,credit,184.0,87.0,583.0,gmail.com,
3010195,0,595978,150.0,R,16795,181.0,150.0,visa,228.0,credit,299.0,87.0,,anonymous.com,anonymous.com
3010196,0,595984,280.33,W,4141,404.0,150.0,mastercard,102.0,credit,327.0,87.0,4.0,,
3010197,0,595991,28.277,C,3901,176.0,185.0,mastercard,224.0,credit,130.0,60.0,,gmail.com,gmail.com
3010198,0,596003,25.0,H,16132,111.0,150.0,visa,226.0,debit,299.0,87.0,,gmail.com,yahoo.com
3010199,1,596004,50.0,W,6369,308.0,150.0,visa,226.0,debit,384.0,87.0,4.0,gmail.com,
3010200,0,596006,87.95,W,7103,,150.0,visa,226.0,debit,264.0,87.0,0.0,,
3010201,0,596006,120.95,W,3796,555.0,150.0,visa,226.0,debit,299.0,87.0,6.0,yahoo.com,
3010202,0,596009,50.0,S,11966,555.0,150.0,visa,226.0,credit,337.0,87.0,,,msn.com
3010203,0,596013,171.0,W,11207,361.0,150.0,visa,226.0,debit,126.0,87.0,7.0,yahoo.com,
3010204,0,596018,100.0,W,16274,331.0,150.0,visa,226.0,debit,324.0,87.0,,gmail.com,
3010205,0,596028,16.313,C,9387,500.0,185.0,mastercard,197.0,credit,511.0,60.0,,gmail.com,gmail.com
3010206,0,596084,50.0,W,14170,350.0,150.0,visa,226.0,debit,203.0,87.0,,gmail.com,
3010207,0,596087,310.0,W,13883,127.0,150.0,mastercard,224.0,debit,204.0,87.0,,aol.com,
3010208,0,596110,100.0,H,5567,583.0,150.0,visa,226.0,credit,123.0,87.0,,anonymous.com,
3010209,0,596121,25.0,H,4030,174.0,150.0,visa,226.0,debit,126.0,87.0,,hotmail.com,
3010210,0,596151,25.0,W,1814,555.0,150.0,visa,226.0,debit,494.0,87.0,,aol.com,
3010211,0,596164,50.0,H,14643,529.0,150.0,visa,162.0,credit,226.0,87.0,,icloud.com,gmail.com
3010212,0,596189,75.0,W,8868,205.0,150.0,visa,166.0,debit,126.0,87.0,,yahoo.com,
3010213,0,596192,100.0,R,15333,562.0,150.0,visa,226.0,credit,472.0,87.0,,verizon.net,verizon.net
3010214,0,596201,451.92,W,18190,170.0,150.0,mastercard,102.0,credit,476.0,87.0,6.0,ymail.com,
3010215,0,596227,7.025,C,2801,296.0,185.0,visa,137.0,credit,161.0,60.0,,gmail.com,gmail.com
3010216,1,596244,200.0,R,11106,100.0,150.0,visa,226.0,credit,337.0,87.0,,gmail.com,gmail.com
3010217,0,596244,48.95,W,13374,111.0,150.0,mastercard,224.0,debit,205.0,87.0,,gmail.com,
3010218,0,596260,50.0,W,6128,111.0,150.0,mastercard,224.0,debit,272.0,87.0,,gmail.com,
3010219,0,596280,54.5,W,18132,567.0,150.0,mastercard,117.0,debit,272.0,87.0,,gmail.com,
3010220,0,596288,40.0,W,16883,111.0,150.0,visa,226.0,debit,476.0,87.0,,yahoo.com,
3010221,0,596306,108.5,W,6019,583.0,150.0,visa,226.0,credit,204.0,87.0,11.0,aol.com,
3010222,1,596319,59.0,W,6369,308.0,150.0,visa,226.0,debit,384.0,87.0,4.0,gmail.com,
3010223,0,596328,226.0,W,8414,253.0,150.0,mastercard,224.0,debit,315.0,87.0,15.0,,
3010224,0,596346,56.5,W,2581,199.0,150.0,mastercard,202.0,debit,325.0,87.0,2.0,gmail.com,
3010225,0,596357,117.0,W,13366,437.0,150.0,visa,226.0,debit,337.0,87.0,1.0,,
3010226,0,596365,140.0,W,5017,432.0,150.0,visa,226.0,debit,330.0,87.0,,,
3010227,0,596366,25.0,H,16659,170.0,150.0,visa,226.0,credit,204.0,87.0,,bellsouth.net,anonymous.com
3010228,0,596367,200.0,W,3952,420.0,150.0,mastercard,224.0,debit,472.0,87.0,,,
3010229,0,596370,29.0,W,6170,174.0,150.0,visa,226.0,debit,315.0,87.0,14.0,gmail.com,
3010230,0,596377,100.0,W,5295,510.0,150.0,mastercard,117.0,debit,315.0,87.0,,,
3010231,0,596382,20.0,W,13780,298.0,150.0,visa,226.0,debit,441.0,87.0,,gmail.com,
3010232,0,596403,117.0,W,6236,194.0,150.0,mastercard,117.0,debit,181.0,87.0,25.0,gmail.com,
3010233,0,596408,57.95,W,3579,554.0,150.0,mastercard,224.0,debit,330.0,87.0,6.0,gmail.com,
3010234,0,596413,150.0,H,2482,399.0,150.0,american express,131.0,credit,181.0,87.0,,gmail.com,gmail.com
3010235,0,596415,200.0,R,1724,583.0,150.0,visa,226.0,credit,225.0,87.0,,msn.com,anonymous.com
3010236,0,596416,60.0,W,12641,127.0,150.0,mastercard,224.0,debit,191.0,87.0,4.0,gmail.com,
3010237,0,596423,100.0,H,6019,583.0,150.0,visa,226.0,credit,315.0,87.0,,hotmail.com,
3010238,0,596448,30.95,W,9049,543.0,150.0,mastercard,224.0,debit,204.0,87.0,,yahoo.com,
3010239,0,596457,58.95,W,17188,321.0,150.0,visa,226.0,debit,310.0,87.0,74.0,,
3010240,0,596482,39.0,W,12695,490.0,150.0,visa,226.0,debit,126.0,87.0,1.0,aol.com,
3010241,0,596485,15.0,W,7585,553.0,150.0,visa,226.0,credit,191.0,87.0,,,
3010242,0,596485,200.0,R,1724,583.0,150.0,visa,226.0,credit,225.0,87.0,,msn.com,anonymous.com
3010243,0,596493,97.95,W,2616,,150.0,discover,102.0,credit,110.0,87.0,2.0,hotmail.com,
3010244,0,596508,252.95,W,15856,390.0,150.0,mastercard,224.0,debit,204.0,87.0,6.0,gmail.com,
3010245,0,596519,50.0,H,10925,543.0,150.0,mastercard,224.0,debit,299.0,87.0,,gmail.com,hotmail.com
3010246,0,596529,28.277,C,3901,176.0,185.0,mastercard,224.0,credit,130.0,60.0,,gmail.com,gmail.com
3010247,0,596530,317.5,W,17188,321.0,150.0,visa,226.0,debit,299.0,87.0,3.0,gmail.com,
3010248,0,596543,42.95,W,6755,586.0,150.0,mastercard,224.0,credit,251.0,87.0,8.0,yahoo.com,
3010249,0,596545,261.95,W,12037,595.0,150.0,mastercard,224.0,debit,231.0,87.0,31.0,gmail.com,
3010250,0,596554,59.0,W,12544,321.0,150.0,visa,226.0,debit,476.0,87.0,1.0,,
3010251,0,596557,100.0,H,3785,360.0,150.0,visa,226.0,debit,177.0,87.0,,comcast.net,
3010252,0,596566,12.0,S,11207,361.0,150.0,visa,226.0,debit,126.0,87.0,,,gmail.com
3010253,0,596571,87.95,W,1359,314.0,150.0,mastercard,224.0,debit,299.0,87.0,9.0,cox.net,
3010254,0,596597,47.95,W,16115,431.0,150.0,visa,166.0,debit,264.0,87.0,,gmail.com,
3010255,0,596600,10.0,S,11919,170.0,150.0,mastercard,224.0,debit,441.0,87.0,,,hotmail.com
3010256,0,596610,844.95,W,10486,514.0,150.0,mastercard,219.0,credit,204.0,87.0,,hotmail.com,
3010257,0,596625,10.0,S,11919,170.0,150.0,mastercard,224.0,debit,441.0,87.0,,,hotmail.com
3010258,0,596657,58.95,W,11162,346.0,150.0,mastercard,224.0,debit,205.0,87.0,980.0,yahoo.com,
3010259,0,596725,89.18,C,1085,500.0,185.0,mastercard,219.0,credit,161.0,60.0,,hotmail.com,hotmail.com
3010260,0,596741,50.0,H,1610,399.0,150.0,american express,146.0,credit,204.0,87.0,,gmail.com,gmail.com
3010261,0,596744,65.0,W,17188,321.0,150.0,visa,226.0,debit,299.0,87.0,,,
3010262,0,596764,20.0,H,7585,553.0,150.0,visa,226.0,credit,143.0,87.0,,hotmail.com,
3010263,0,596765,129.95,W,2616,,150.0,discover,102.0,credit,315.0,87.0,,,
3010264,0,596775,50.0,H,13780,298.0,150.0,visa,226.0,debit,441.0,87.0,,gmail.com,
3010265,0,596777,48.95,W,2803,100.0,150.0,visa,226.0,debit,310.0,87.0,11.0,gmail.com,
3010266,0,596783,25.0,H,6174,490.0,150.0,visa,226.0,debit,327.0,87.0,,gmail.com,
3010267,0,596796,50.0,H,9549,555.0,150.0,mastercard,117.0,debit,299.0,87.0,,aol.com,
3010268,0,596852,75.0,H,2074,564.0,150.0,visa,226.0,credit,485.0,87.0,,gmail.com,
3010269,0,596862,400.0,R,6019,583.0,150.0,visa,226.0,credit,310.0,87.0,,gmail.com,gmail.com
3010270,0,596876,59.0,W,17188,321.0,150.0,visa,226.0,debit,299.0,87.0,28.0,yahoo.com,
3010271,0,596897,108.5,W,8528,215.0,150.0,visa,226.0,debit,272.0,87.0,10.0,gmail.com,
3010272,0,596898,209.95,W,4360,555.0,150.0,visa,226.0,debit,264.0,87.0,4.0,anonymous.com,
3010273,0,596907,75.0,H,2074,564.0,150.0,visa,226.0,credit,485.0,87.0,,gmail.com,
3010274,0,596937,59.0,W,12695,490.0,150.0,visa,226.0,debit,231.0,87.0,,yahoo.com,
3010275,0,596946,100.0,W,10322,123.0,144.0,visa,226.0,credit,143.0,87.0,,att.net,
3010276,0,596960,34.0,W,15998,555.0,150.0,visa,226.0,debit,441.0,87.0,9.0,yahoo.com,
3010277,0,596965,844.95,W,15359,562.0,150.0,mastercard,219.0,credit,204.0,87.0,,hotmail.com,
3010278,0,596969,36.614,C,2256,545.0,185.0,visa,226.0,credit,130.0,60.0,,gmail.com,gmail.com
3010279,0,596976,50.0,H,15066,170.0,150.0,mastercard,102.0,credit,420.0,87.0,,comcast.net,
3010280,0,596991,75.0,W,5291,442.0,150.0,visa,226.0,debit,204.0,87.0,,gmail.com,
3010281,0,596994,117.0,W,10486,514.0,150.0,mastercard,219.0,credit,299.0,87.0,0.0,,
3010282,0,596999,30.0,S,17480,181.0,150.0,visa,226.0,credit,441.0,87.0,,,aol.com
3010283,0,597020,500.0,W,1876,555.0,150.0,visa,226.0,credit,420.0,87.0,,frontier.com,
3010284,0,597050,49.0,W,4444,369.0,150.0,mastercard,117.0,debit,181.0,87.0,192.0,yahoo.com,
3010285,0,597050,40.0,W,11207,361.0,150.0,visa,226.0,debit,231.0,87.0,,gmail.com,
3010286,0,597053,59.0,W,1893,514.0,150.0,mastercard,224.0,credit,203.0,87.0,0.0,yahoo.com,
3010287,0,597122,59.0,W,8320,476.0,150.0,visa,166.0,debit,123.0,87.0,15.0,gmail.com,
3010288,0,597153,29.0,W,18132,567.0,150.0,mastercard,117.0,debit,204.0,87.0,7.0,hotmail.com,
3010289,0,597153,50.0,W,3324,555.0,150.0,visa,226.0,debit,343.0,87.0,,anonymous.com,
3010290,0,597172,107.95,W,1929,528.0,150.0,visa,226.0,credit,299.0,87.0,,,
3010291,0,597175,59.0,W,6516,555.0,150.0,mastercard,224.0,debit,181.0,87.0,8.0,yahoo.com,
3010292,0,597178,275.0,R,14714,514.0,150.0,mastercard,129.0,credit,441.0,87.0,,anonymous.com,aol.com
3010293,0,597232,125.0,W,7919,194.0,150.0,mastercard,202.0,debit,184.0,87.0,,aol.com,
3010294,0,597253,117.0,W,2683,555.0,150.0,mastercard,224.0,debit,299.0,87.0,2.0,gmail.com,
3010295,0,597258,226.0,W,9708,562.0,150.0,visa,226.0,credit,327.0,87.0,,gmail.com,
3010296,0,597266,117.0,W,12501,490.0,150.0,visa,226.0,debit,204.0,87.0,,aol.com,
3010297,0,597294,39.0,W,2803,100.0,150.0,visa,226.0,debit,184.0,87.0,,gmail.com,
3010298,0,597297,8.0,W,9500,321.0,150.0,visa,226.0,debit,204.0,87.0,,gmail.com,
3010299,0,597307,844.95,W,2455,321.0,150.0,visa,226.0,credit,204.0,87.0,,hotmail.com,
3010300,0,597312,59.0,W,12932,361.0,150.0,visa,226.0,debit,126.0,87.0,740.0,gmail.com,
3010301,0,597319,53.95,W,17188,321.0,150.0,visa,226.0,debit,310.0,87.0,,gmail.com,
3010302,0,597324,34.0,W,2538,476.0,150.0,visa,166.0,debit,205.0,87.0,,gmail.com,
3010303,0,597330,109.0,W,1284,490.0,150.0,visa,226.0,debit,264.0,87.0,915.0,yahoo.com,
3010304,0,597375,59.0,W,2803,100.0,150.0,visa,226.0,debit,204.0,87.0,6.0,yahoo.com,
3010305,0,597386,77.0,W,2478,320.0,150.0,mastercard,224.0,credit,327.0,87.0,,gmail.com,
3010306,0,597403,100.0,R,14649,548.0,150.0,visa,226.0,debit,476.0,87.0,,hotmail.com,hotmail.com
3010307,0,597406,474.92,W,15066,170.0,150.0,mastercard,102.0,credit,191.0,87.0,0.0,gmail.com,
3010308,0,597410,261.55,W,2616,,150.0,discover,102.0,credit,181.0,87.0,10.0,,
3010309,0,597423,200.0,R,4417,527.0,150.0,visa,226.0,debit,428.0,87.0,,gmail.com,anonymous.com
3010310,0,597427,131.0,W,7224,,150.0,visa,166.0,debit,204.0,87.0,4.0,,
3010311,0,597454,50.0,W,6319,111.0,150.0,visa,195.0,debit,204.0,87.0,,hotmail.com,
3010312,0,597458,60.0,W,1744,530.0,150.0,visa,226.0,debit,476.0,87.0,,gmail.com,
3010313,0,597463,75.0,H,5938,111.0,150.0,visa,162.0,credit,123.0,87.0,,yahoo.com,
3010314,0,597464,100.0,W,17410,555.0,150.0,visa,226.0,debit,143.0,87.0,7.0,gmail.com,
3010315,0,597466,107.95,W,8320,476.0,150.0,visa,166.0,debit,264.0,87.0,12.0,yahoo.com,
3010316,0,597473,10.0,S,15443,555.0,150.0,visa,226.0,debit,441.0,87.0,,,yahoo.com
3010317,0,597525,95.0,W,2994,555.0,150.0,visa,226.0,debit,272.0,87.0,,gmail.com,
3010318,0,597534,75.0,H,15063,514.0,150.0,visa,226.0,credit,512.0,87.0,,gmail.com,
3010319,0,597542,160.95,W,7585,553.0,150.0,visa,226.0,credit,299.0,87.0,,yahoo.com,
3010320,0,597558,388.16,W,5901,583.0,150.0,visa,226.0,credit,325.0,87.0,,hotmail.com,
3010321,0,597559,44.5,W,11207,361.0,150.0,visa,226.0,debit,231.0,87.0,1.0,gmail.com,
3010322,0,597568,50.0,W,14509,532.0,150.0,mastercard,,debit,485.0,87.0,,gmail.com,
3010323,0,597576,117.0,W,3484,372.0,150.0,mastercard,117.0,debit,264.0,87.0,11.0,yahoo.com,
3010324,0,597576,27.189,C,8755,500.0,185.0,mastercard,224.0,credit,332.0,60.0,,hotmail.com,hotmail.com
3010325,0,597586,39.0,W,2803,100.0,150.0,visa,226.0,debit,299.0,87.0,2045.0,gmail.com,
3010326,0,597591,45.0,W,14184,555.0,150.0,visa,226.0,debit,476.0,87.0,,yahoo.com,
3010327,0,597599,55.95,W,17933,512.0,150.0,visa,195.0,debit,194.0,87.0,10.0,yahoo.com,
3010328,0,597603,844.95,W,15066,170.0,150.0,mastercard,102.0,credit,204.0,87.0,,hotmail.com,
3010329,0,597605,200.0,R,3682,264.0,150.0,visa,162.0,credit,264.0,87.0,,anonymous.com,anonymous.com
3010330,0,597605,108.95,W,10626,555.0,150.0,visa,226.0,debit,310.0,87.0,,icloud.com,
3010331,0,597624,338.27,W,2455,321.0,150.0,visa,226.0,credit,126.0,87.0,,yahoo.com,
3010332,0,597652,10.0,S,1675,174.0,150.0,visa,226.0,debit,330.0,87.0,,,anonymous.com
3010333,0,597655,49.0,W,10112,360.0,150.0,visa,166.0,debit,330.0,87.0,16.0,gmail.com,
3010334,0,597660,117.0,W,7919,194.0,150.0,mastercard,202.0,debit,204.0,87.0,17.0,gmail.com,
3010335,0,597663,50.0,R,7508,321.0,150.0,visa,226.0,debit,325.0,87.0,,gmail.com,gmail.com
3010336,0,597671,25.95,W,7919,194.0,150.0,mastercard,202.0,debit,433.0,87.0,5.0,yahoo.com,
3010337,0,597700,14.38,C,16062,500.0,185.0,mastercard,137.0,credit,465.0,60.0,,yahoo.com.mx,yahoo.com.mx
3010338,0,597711,388.16,W,9537,583.0,150.0,visa,226.0,credit,325.0,87.0,,hotmail.com,
3010339,0,597761,13.0,W,4436,174.0,150.0,visa,226.0,debit,327.0,87.0,,yahoo.com,
3010340,0,597768,42.596,C,9026,545.0,185.0,visa,137.0,credit,465.0,60.0,,gmail.com,gmail.com
3010341,1,597787,82.0,W,12023,216.0,150.0,mastercard,224.0,credit,264.0,87.0,10.0,gmail.com,
3010342,0,597794,50.0,R,7508,321.0,150.0,visa,226.0,debit,325.0,87.0,,gmail.com,gmail.com
3010343,0,597805,34.0,W,3508,514.0,150.0,mastercard,224.0,debit,184.0,87.0,8.0,gmail.com,
3010344,0,597814,130.95,W,7508,321.0,150.0,visa,226.0,debit,110.0,87.0,,gmail.com,
3010345,0,597819,58.95,W,18366,111.0,150.0,visa,226.0,debit,220.0,87.0,,gmail.com,
3010346,1,597830,1104.0,W,9500,321.0,150.0,visa,226.0,debit,251.0,87.0,359.0,,
3010347,0,597861,1437.47,W,5287,553.0,150.0,visa,226.0,debit,512.0,87.0,3.0,yahoo.com,
3010348,0,597871,39.0,W,12686,215.0,150.0,visa,226.0,debit,476.0,87.0,18.0,gmail.com,
3010349,0,597883,50.0,R,2616,327.0,150.0,discover,102.0,credit,476.0,87.0,,gmail.com,gmail.com
3010350,0,597902,35.0,H,7585,553.0,150.0,visa,226.0,credit,441.0,87.0,,gmail.com,
3010351,0,597908,50.0,S,5097,555.0,150.0,visa,162.0,credit,330.0,87.0,,,verizon.net
3010352,0,597910,34.0,W,10374,253.0,150.0,mastercard,195.0,debit,315.0,87.0,6.0,anonymous.com,
3010353,0,597913,159.95,W,5829,395.0,150.0,visa,226.0,debit,204.0,87.0,25.0,att.net,
3010354,0,597928,50.0,H,16075,514.0,150.0,mastercard,102.0,credit,448.0,87.0,,comcast.net,
3010355,0,597934,49.95,W,9175,111.0,150.0,visa,226.0,debit,126.0,87.0,679.0,anonymous.com,
3010356,0,597936,20.0,W,2772,512.0,150.0,visa,226.0,debit,498.0,87.0,,gmail.com,
